symbol,name,dimension,isSI,category,baseUnit,conversionRef,isExact,A,B,C,D,underlyingDef,description
gal[US]/(h.in2),US gallon per hour square inch,L/T,false,derived,m3/(s.m2),DERIVED,true,0,0.003785411784,2.322576,0,,
gal[US]/(min.ft2),US gallon per minute square foot,L/T,false,derived,m3/(s.m2),DERIVED,true,0,0.003785411784,5.5741824,0,,
Gal,galileo,L/T2,false,atom,m/s2,NIST-SI,true,0,0.01,1,0,cm/s2,The gal is employed in geodesy and geophysics to express acceleration due to gravity.
gn,gravity,L/T2,false,atom,m/s2,NIST-SI,true,0,9.80665,1,0,,The standard acceleration due to gravity on Earth.
m/s2,metre per second squared,L/T2,true,derived,IS-BASE,,,,,,,,
cm/s2,centimetre per square second,L/T2,true,derived,m/s2,DERIVED,true,0,0.01,1,0,,
ft/s2,foot per second squared,L/T2,false,derived,m/s2,DERIVED,true,0,0.3048,1,0,,
in/s2,inch per second squared,L/T2,false,derived,m/s2,DERIVED,true,0,0.0254,1,0,,
mGal,milligalileo,L/T2,false,prefixed,m/s2,DERIVED,true,0,1E-5,1,0,,
mgn,thousandth of gravity,L/T2,false,prefixed,m/s2,DERIVED,true,0,9.80665E-3,1,0,,
TD[API],teradarcy-API,L2,true,atom-allowed,IS-BASE,,,,,,,m2,The API teradarcy is numerically equal to a metre squared.
acre,acre,L2,false,atom,m2,NIST-44,true,0,6.27264E10,1.5499969E7,0,43560 ft[US]2,"US survey acre. Equal to 43,560 square survey foot (exactly). From NIST."
b,barn,L2,true,atom-allowed,m2,NIST-SI,true,0,1E-28,1,0,100 fm2,The barn is a unit of area employed to express cross sections in nuclear physics.
ha,hectare,L2,true,atom-allowed,m2,NIST-SI,true,0,1E4,1,0,10000 m2,Used to express agrarian area.
section,section,L2,false,atom,m2,NIST-44,true,0,4.0144896E13,1.5499969E7,0,640 acre,640 acres or 1 square US survey mile.
D,darcy,L2,false,atom,TD[API],DEFINITION,true,0,1E-12,1.01325,0,,"The darcy is a unit for expressing the permeability of porous solids, not area (from NIST-SI). One darcy is the permeability of a solid through which one cubic centimeter of fluid, having a viscosity of one centipoise, will flow in one second through a section one centimeter thick and one square centimeter in cross section, if the pressure difference between the two sides of the solid is one atmosphere (from Russ Rowlett's ""A Dictionary of Units of Measurement"" at http://www.unc.edu/~rowlett/units/). Thus, 1 D=(1 cm3)(1 cP)/((1 s)(1 cm2)(1 atm/cm))=1 cm.cP/(atm.s/cm)=1 cm2.cP/atm.s=(1E-4 m2)(1E-3 Pa.s)/(1.01325E5 Pa.s)=1E-12/1.01325 m2 [exactly]. Also see, Wangen, Magnus (2010) Physical Principles of Sedimentary Basin Analysis (page 12), Cambridge, UK New York: Cambridge University Press, 2010. ISBN 978-0-511-71237-1."
D[API],darcy-API,L2,true,atom-allowed,TD[API],API-MPMS15,true,0,1E-12,1,0,um2,"The darcy is a unit of permeability in fluid flow through a porous medium, having the dimensions of dynamic viscosity multiplied by volume flowrate per unit area and divided by pressure gradient, which simplifies to a dimension of area. A darcy is defined as being exactly equal to 1 um2. A permeability of one darcy will permit a flow of 1 m3/s of fluid of 1 Pa.s viscosity through an area of 1 m2 under a pressure gradient of 10**12 Pa/m."
m3/m,cubic metre per metre,L2,true,derived,IS-BASE,,,,,,,m2,
cm2,square centimetre,L2,true,derived,m2,DERIVED,true,0,1E-4,1,0,,
km2,square kilometre,L2,true,derived,m2,DERIVED,true,0,1E6,1,0,,
mm2,square millimetre,L2,true,derived,m2,DERIVED,true,0,1E-6,1,0,,
um2,square micrometre,L2,true,derived,m2,DERIVED,true,0,1E-12,1,0,,
0.01 dm3/km,cubic decimetre per hundred kilometre,L2,false,derived,m3/m,DERIVED,true,0,1E-8,1,0,,
0.01 L/km,litre per hundred kilometre,L2,false,derived,m3/m,DERIVED,true,0,1E-8,1,0,,
bbl/ft,barrel per foot,L2,false,derived,m3/m,DERIVED,true,0,0.158987294928,0.3048,0,,
bbl/in,barrel per inch,L2,false,derived,m3/m,DERIVED,true,0,0.158987294928,0.0254,0,,
bbl/mi,barrel per mile,L2,false,derived,m3/m,DERIVED,true,0,0.158987294928,1609.344,0,,
dm3/m,cubic decimetre per metre,L2,true,derived,m3/m,DERIVED,true,0,1E-3,1,0,,
ft3/ft,cubic foot per foot,L2,false,derived,m3/m,DERIVED,true,0,0.09290304,1,0,,
gal[UK]/mi,UK gallon per mile,L2,false,derived,m3/m,DERIVED,true,0,0.00454609,1609.344,0,,
gal[US]/ft,US gallon per foot,L2,false,derived,m3/m,DERIVED,true,0,0.003785411784,0.3048,0,,
gal[US]/mi,US gallon per mile,L2,false,derived,m3/m,DERIVED,true,0,0.003785411784,1609.344,0,,
in3/ft,cubic inch per foot,L2,false,derived,m3/m,DERIVED,true,0,1.6387064E-5,0.3048,0,,
L/m,litre per metre,L2,true,derived,m3/m,DERIVED,true,0,1E-3,1,0,,
m3/km,cubic metre per kilometre,L2,true,derived,m3/m,DERIVED,true,0,1E-3,1,0,,
m2,square metre,L2,true,derived,IS-BASE,,,,,,,,
ft2,square foot,L2,false,derived,m2,DERIVED,true,0,0.09290304,1,0,,
in2,square inch,L2,false,derived,m2,DERIVED,true,0,6.4516E-4,1,0,,
mi[US]2,square US survey mile,L2,false,derived,m2,DERIVED,true,0,4.0144896E13,1.5499969E7,0,,
mi2,square mile,L2,false,derived,m2,DERIVED,true,0,2589988.110336,1,0,,
yd2,square yard,L2,false,derived,m2,DERIVED,true,0,0.83612736,1,0,,
mD,millidarcy,L2,false,prefixed,TD[API],DERIVED,true,0,1E-15,1.01325,0,,
J/(kg.deltaK),joule per kilogram delta kelvin,L2/DT2,true,derived,IS-BASE,,,,,,,,
Btu[IT]/(lbm.deltaF),BTU per pound-mass delta Fahrenheit,L2/DT2,false,derived,J/(kg.deltaK),DERIVED,true,0,4186.8,1,0,,
Btu[IT]/(lbm.deltaR),BTU per pound-mass delta Rankine,L2/DT2,false,derived,J/(kg.deltaK),DERIVED,true,0,4186.8,1,0,,
cal[th]/(g.deltaK),calorie per gram delta kelvin,L2/DT2,false,derived,J/(kg.deltaK),DERIVED,true,0,4184,1,0,,
J/(g.deltaK),joule per gram delta kelvin,L2/DT2,true,derived,J/(kg.deltaK),DERIVED,true,0,1E3,1,0,,
kcal[th]/(kg.deltaC),thousand calorie per kilogram delta Celsius,L2/DT2,false,derived,J/(kg.deltaK),DERIVED,true,0,4184,1,0,,
kJ/(kg.deltaK),kilojoule per kilogram delta kelvin,L2/DT2,true,derived,J/(kg.deltaK),DERIVED,true,0,1E3,1,0,,
kW.h/(kg.deltaC),kilowatt hour per kilogram delta Celsius,L2/DT2,true,derived,J/(kg.deltaK),DERIVED,true,0,3.6E6,1,0,,
m2/kg,square metre per kilogram,L2/M,true,derived,IS-BASE,,,,,,,,
cm2/g,square centimetre per gram,L2/M,true,derived,m2/kg,DERIVED,true,0,0.1,1,0,,
ft2/lbm,square foot per pound-mass,L2/M,false,derived,m2/kg,DERIVED,true,0,0.09290304,0.45359237,0,,
m2/g,square metre per gram,L2/M,true,derived,m2/kg,DERIVED,true,0,1E3,1,0,,
m2/mol,square metre per gram-mole,L2/N,true,derived,IS-BASE,,,,,,,,
St,stokes,L2/T,false,atom,m2/s,NIST-SI,true,0,1E-4,1,0,cm2/s,The stokes is the CGS unit for kinematic viscosity.
m2/s,square metre per second,L2/T,true,derived,IS-BASE,,,,,,,,
m3/(s.m),cubic metre per second metre,L2/T,true,derived,IS-BASE,,,,,,,m2/s,
mol.m2/(mol.s),mole square metre per mole second,L2/T,true,derived,IS-BASE,,,,,,,m2/s,
Pa.s.m3/kg,pascal second square metre per kilogram,L2/T,true,derived,IS-BASE,,,,,,,m2/s,
W.m2.deltaK/(J.deltaK),watt square metre delta kelvin per joule delta kelvin,L2/T,true,derived,IS-BASE,,,,,,,m2/s,
cm2/s,square centimetre per second,L2/T,true,derived,m2/s,DERIVED,true,0,1E-4,1,0,,
ft2/h,square foot per hour,L2/T,false,derived,m2/s,DERIVED,true,0,0.09290304,3600,0,,
ft2/s,square foot per second,L2/T,false,derived,m2/s,DERIVED,true,0,0.09290304,1,0,,
in2/s,square inch per second,L2/T,false,derived,m2/s,DERIVED,true,0,6.4516E-4,1,0,,
m2/d,square metre per day,L2/T,true,derived,m2/s,DERIVED,true,0,1,86400,0,,
m2/h,square metre per hour,L2/T,true,derived,m2/s,DERIVED,true,0,1,3600,0,,
mm2/s,square millimetre per second,L2/T,true,derived,m2/s,DERIVED,true,0,1E-6,1,0,,
1000 ft3/(d.ft),(thousand cubic foot per day) per foot,L2/T,false,derived,m3/(s.m),DERIVED,true,0,28.316846592,2.633472E4,0,,
1000 m3/(d.m),(thousand cubic metre per day) per metre,L2/T,false,derived,m3/(s.m),DERIVED,true,0,1E3,86400,0,,
1000 m3/(h.m),(thousand cubic metre per hour) per metre,L2/T,false,derived,m3/(s.m),DERIVED,true,0,1E3,3600,0,,
bbl/(d.ft),barrel per day foot,L2/T,false,derived,m3/(s.m),DERIVED,true,0,0.158987294928,2.633472E4,0,,
ft3/(d.ft),(cubic foot per day) per foot,L2/T,false,derived,m3/(s.m),DERIVED,true,0,0.09290304,86400,0,,
gal[UK]/(h.ft),UK gallon per hour foot,L2/T,false,derived,m3/(s.m),DERIVED,true,0,0.00454609,1.09728E3,0,,
gal[UK]/(h.in),UK gallon per hour inch,L2/T,false,derived,m3/(s.m),DERIVED,true,0,0.00454609,91.44,0,,
gal[UK]/(min.ft),UK gallon per minute foot,L2/T,false,derived,m3/(s.m),DERIVED,true,0,0.00454609,18.288,0,,
gal[US]/(h.ft),US gallon per hour foot,L2/T,false,derived,m3/(s.m),DERIVED,true,0,0.003785411784,1.09728E3,0,,
gal[US]/(h.in),US gallon per hour inch,L2/T,false,derived,m3/(s.m),DERIVED,true,0,0.003785411784,91.44,0,,
gal[US]/(min.ft),US gallon per minute foot,L2/T,false,derived,m3/(s.m),DERIVED,true,0,0.003785411784,18.288,0,,
m3/(d.m),(cubic metre per day) per metre,L2/T,true,derived,m3/(s.m),DERIVED,true,0,1,86400,0,,
m3/(h.m),(cubic metre per hour) per metre,L2/T,true,derived,m3/(s.m),DERIVED,true,0,1,3600,0,,
m3/(s.ft),(cubic metre per second) per foot,L2/T,false,derived,m3/(s.m),DERIVED,true,0,1,0.3048,0,,
cSt,centistokes,L2/T,false,prefixed,m2/s,DERIVED,true,0,1E-6,1,0,,
rd,rad,L2/T2,false,atom,Gy,NIST-SI,true,0,0.01,1,0,1/100 Gy,A obsolete unit of absorbed radiation dose. It was originally defined in CGS units in 1953 as the dose causing 100 ergs of energy to be absorbed by one gram of matter. It has been replaced by the gray in most of the world.
Gy,gray,L2/T2,true,atom-special,IS-BASE,,,,,,,J/kg,The absorbed dose when the energy per unit mass imparted to matter by ionizing radiation is 1 J/kg
Sv,sievert,L2/T2,true,atom-special,IS-BASE,,,,,,,J/kg,The dose equivalent when the absorbed dose of ionizing radiation multiplied by the dimensionless factors Q (quality factor) and N (product of any of the multiplying factors) stipulated by the International Commission on Radiological Protection is 1.0 J/kg.
rem,rem,L2/T2,true,atom-allowed,Sv,NIST-SI,true,0,0.01,1,0,1/100 Sv,"A unit of radiation dosage (such as from X rays) applied to humans. Derived from the phrase Roentgen equivalent man, the rem is now defined as the dosage in rads that will cause the same amount of biological injury as one rad of X rays or gamma rays."
J/kg,joule per kilogram,L2/T2,true,derived,IS-BASE,,,,,,,,
Btu[IT]/lbm,BTU per pound-mass,L2/T2,false,derived,J/kg,DERIVED,true,0,2326,1,0,,
cal[th]/g,calorie per gram,L2/T2,false,derived,J/kg,DERIVED,true,0,4184,1,0,,
cal[th]/kg,calorie per kilogram,L2/T2,false,derived,J/kg,DERIVED,true,0,4.184,1,0,,
cal[th]/lbm,calorie per pound-mass,L2/T2,false,derived,J/kg,DERIVED,true,0,4.184,0.45359237,0,,
erg/g,erg per gram,L2/T2,false,derived,J/kg,DERIVED,true,0,1E-4,1,0,,
erg/kg,erg per kilogram,L2/T2,false,derived,J/kg,DERIVED,true,0,1E-7,1,0,,
hp.h/lbm,horsepower hour per pound-mass,L2/T2,false,derived,J/kg,DERIVED,true,0,2.684519537696172792E6,0.45359237,0,,
J/g,joule per gram,L2/T2,true,derived,J/kg,DERIVED,true,0,1E3,1,0,,
kcal[th]/g,thousand calorie per gram,L2/T2,false,derived,J/kg,DERIVED,true,0,4.184E6,1,0,,
kcal[th]/kg,thousand calorie per kilogram,L2/T2,false,derived,J/kg,DERIVED,true,0,4184,1,0,,
kJ/kg,kilojoule per kilogram,L2/T2,true,derived,J/kg,DERIVED,true,0,1E3,1,0,,
kW.h/kg,kilowatt hour per kilogram,L2/T2,true,derived,J/kg,DERIVED,true,0,3.6E6,1,0,,
lbf.ft/lbm,foot pound-force per pound-mass,L2/T2,false,derived,J/kg,DERIVED,true,0,1.3558179483314004,0.45359237,0,,
MJ/kg,megajoule per kilogram,L2/T2,true,derived,J/kg,DERIVED,true,0,1E6,1,0,,
MW.h/kg,megawatt hour per kilogram,L2/T2,true,derived,J/kg,DERIVED,true,0,3.6E9,1,0,,
cGy,centigray,L2/T2,true,prefixed,Gy,DERIVED,true,0,0.01,1,0,,
crd,hundredth of rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E-4,1,0,,
dGy,decigray,L2/T2,true,prefixed,Gy,DERIVED,true,0,0.1,1,0,,
drd,tenth of rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E-3,1,0,,
EGy,exagray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E18,1,0,,
Erd,million million million rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E16,1,0,,
fGy,femtogray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E-15,1,0,,
frd,femtorad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E-17,1,0,,
GGy,gigagray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E9,1,0,,
Grd,thousand million rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E7,1,0,,
kGy,kilogray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E3,1,0,,
krd,thousand rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,10,1,0,,
mGy,milligray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E-3,1,0,,
MGy,megagray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E6,1,0,,
mrd,thousandth of rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E-5,1,0,,
Mrd,million rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E4,1,0,,
nGy,nanogray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E-9,1,0,,
nrd,nanorad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E-11,1,0,,
pGy,picogray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E-12,1,0,,
prd,picorad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E-14,1,0,,
TGy,teragray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E12,1,0,,
Trd,million million rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E10,1,0,,
uGy,microgray,L2/T2,true,prefixed,Gy,DERIVED,true,0,1E-6,1,0,,
urd,millionth of rad,L2/T2,false,prefixed,Gy,DERIVED,true,0,1E-8,1,0,,
mrem,thousandth of rem,L2/T2,false,prefixed,Sv,DERIVED,true,0,1E-5,1,0,,
mSv,millisievert,L2/T2,true,prefixed,Sv,DERIVED,true,0,1E-3,1,0,,
Sv/s,sievert per second,L2/T3,true,derived,IS-BASE,,,,,,,,The dose equivalent rate when the absorbed dose per second of ionizing radiation multiplied by the appropriate factors is equivalent to 1 Sievert per second.
mrem/h,thousandth of irem per hour,L2/T3,false,derived,Sv/s,DERIVED,true,0,1E-5,3600,0,,
mSv/h,millisievert per hour,L2/T3,true,derived,Sv/s,DERIVED,true,0,1E-3,3600,0,,
rem/h,rem per hour,L2/T3,true,derived,Sv/s,DERIVED,true,0,0.01,3600,0,,
Sv/h,sievert per hour,L2/T3,true,derived,Sv/s,DERIVED,true,0,1,3600,0,,
kg.m2,kilogram square metre,L2M,true,derived,IS-BASE,,,,,,,,
lbm.ft2,pound-mass square foot,L2M,false,derived,kg.m2,DERIVED,true,0,4.21401100938048E-2,1,0,,
J/(mol.deltaK),joule per gram-mole delta kelvin,L2M/DNT2,true,derived,IS-BASE,,,,,,,,
Btu[IT]/(lbmol.deltaF),BTU per pound-mass-mole delta Fahrenheit,L2M/DNT2,false,derived,J/(mol.deltaK),DERIVED,true,0,4.1868,1,0,,
cal[th]/(mol.deltaC),calorie per gram-mole delta Celsius,L2M/DNT2,false,derived,J/(mol.deltaK),DERIVED,true,0,4.184,1,0,,
kJ/(kmol.deltaK),kilojoule per kilogram-mole delta kelvin,L2M/DNT2,true,derived,J/(mol.deltaK),DERIVED,true,0,1.0,1,0,,
J/deltaK,joule per delta kelvin,L2M/DT2,true,derived,IS-BASE,,,,,,,,
W/deltaK,watt per delta kelvin,L2M/DT3,true,derived,IS-BASE,,,,,,,,
H,henry,L2M/I2T2,true,atom-special,IS-BASE,,,,,,,Wb/A,The inductance of a closed circuit in which an electromotive force of 1 V is produced when the electric current in the circuit varies uniformly at a rate of 1 A/s.
cH,centihenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,0.01,1,0,,
dH,decihenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,0.1,1,0,,
EH,exahenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E18,1,0,,
fH,femtohenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E-15,1,0,,
GH,gigahenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E9,1,0,,
kH,kilohenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E3,1,0,,
mH,millihenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E-3,1,0,,
MH,megahenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E6,1,0,,
nH,nanohenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E-9,1,0,,
TH,terahenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E12,1,0,,
uH,microhenry,L2M/I2T2,true,prefixed,H,DERIVED,true,0,1E-6,1,0,,
ohm,ohm,L2M/I2T3,true,atom-special,IS-BASE,,,,,,,V/A,"The electric resistance between two points of a conductor when a constant difference of potential of 1 V, applied between these two points, produces in this conductor a current of 1 A, this conductor not being the source of any electromotive force."
cohm,centiohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,0.01,1,0,,
dohm,deciohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,0.1,1,0,,
Eohm,exaohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E18,1,0,,
fohm,femtoohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E-15,1,0,,
Gohm,gigaohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E9,1,0,,
kohm,kilohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E3,1,0,,
mohm,milliohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E-3,1,0,,
Mohm,megohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E6,1,0,,
nohm,nanoohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E-9,1,0,,
pohm,picoohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E-12,1,0,,
Tohm,teraohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E12,1,0,,
uohm,microohm,L2M/I2T3,true,prefixed,ohm,DERIVED,true,0,1E-6,1,0,,
Wb,weber,L2M/IT2,true,atom-special,IS-BASE,,,,,,,V.s,"The magnetic flux which, linking a circuit of one turn, produces in it an electromotive force of 1 V as it is reduced to zero at a uniform rate in 1 s."
cWb,centiweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,0.01,1,0,,
dWb,deciweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,0.1,1,0,,
EWb,exaweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E18,1,0,,
fWb,femtoweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E-15,1,0,,
GWb,gigaweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E9,1,0,,
kWb,kiloweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E3,1,0,,
mWb,milliweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E-3,1,0,,
MWb,megaweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E6,1,0,,
nWb,nanoweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E-9,1,0,,
pWb,picoweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E-12,1,0,,
TWb,teraweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E12,1,0,,
uWb,microweber,L2M/IT2,true,prefixed,Wb,DERIVED,true,0,1E-6,1,0,,
V,volt,L2M/IT3,true,atom-special,IS-BASE,,,,,,,W/A,The difference of electric potential between two points of a conductor carrying a constant current of 1 A when the power dissipated between these points is equal to 1 W.
cV,centivolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,0.01,1,0,,
dV,decivolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,0.1,1,0,,
fV,femtovolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E-15,1,0,,
GV,gigavolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E9,1,0,,
kV,kilovolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E3,1,0,,
mV,millivolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E-3,1,0,,
MV,megavolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E6,1,0,,
nV,nanovolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E-9,1,0,,
pV,picovolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E-12,1,0,,
TV,teravolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E12,1,0,,
uV,microvolt,L2M/IT3,true,prefixed,V,DERIVED,true,0,1E-6,1,0,,
J/mol,joule per gram-mole,L2M/NT2,true,derived,IS-BASE,,,,,,,,
Btu[IT]/lbmol,BTU per pound-mass-mole,L2M/NT2,false,derived,J/mol,DERIVED,true,0,2.326,1,0,,
kcal[th]/mol,thousand calorie per gram-mole,L2M/NT2,false,derived,J/mol,DERIVED,true,0,4184,1,0,,
kJ/kmol,kilojoule per kilogram-mole,L2M/NT2,true,derived,J/mol,DERIVED,true,0,1.0,1,0,,
MJ/kmol,megajoule per kilogram-mole,L2M/NT2,true,derived,J/mol,DERIVED,true,0,1E3,1,0,,
W/sr,watt per steradian,L2M/ST3,true,derived,IS-BASE,,,,,,,,
J,joule,L2M/T2,true,atom-special,IS-BASE,,,,,,,,The work done when the point of application of a force of 1 N is displaced a distance of 1 m in the direction of the force.
Btu[IT],British thermal unit,L2M/T2,false,atom,J,NIST-SI,true,0,1055.05585262,1,0,,"The amount of heat required to raise the temperature of 1 pound-mass of water 1 degree Fahrenheit. Uses the International Table (IT) calorie which was defined by the Fifth International Conference on the Properties of Steam (London, July 1956) to be exactly 4.1868 J. In order to convert from calorie to BTU, multiply by the conversion from gram to pound-mass and multiply by the conversion from Celsius interval to Fahrenheit interval. That is, 1 calorie= (1e-3/ 0.45359237)*(1/(5/9)) BTU= (.001*9)/(5*0.45359237) BTU= (9/2.26796185e+3) BTU. Given, cal[IT]=4.1868 J, it follows that Btu[IT] = (4.1868*2.26796185e+3)/9 = 1,055.05585262 J."
Btu[th],thermochemical British thermal unit,L2M/T2,false,atom,J,DEFINITION,true,0,9.4891523804E3,9,0,,"The amount of heat required to raise the temperature of 1 pound-mass of water 1 degree Fahrenheit. Based on the thermochemical calorie. In order to convert from calorie to BTU, multiply by the conversion from gram to pound-mass and multiply by the conversion from Celsius interval to Fahrenheit interval. That is, calorie = (1e-3/ 0.45359237)*(1/(5/9)) BTU = (.001*9)/(5*0.45359237) BTU = (9/2.26796185e+3) BTU. Given, cal[th] = 4.184 J, it follows that Btu[th] = (4.184*2.26796185e+3)/9 J = (9.4891523804e+3)/9 J which is approximately 1.0543502644888888888888888888889e+3 J."
Btu[UK],United Kingdom British thermal unit,L2M/T2,false,atom,J,UK-1995,true,0,1055.05585257348,1,0,,The legal unit used in the United Kingdom.
cal[IT],calorie [International Table],L2M/T2,false,atom,J,NIST-SI,true,0,4.1868,1,0,,This uses the International Table definition. The amount of heat required at a pressure of one atmosphere to raise the temperature of one gram of water one degree Celsius.
cal[th],calorie,L2M/T2,false,atom,J,NIST-SI,true,0,4.184,1,0,,This uses the thermochemical definition. The amount of heat required at a pressure of one atmosphere to raise the temperature of one gram of water one degree Celsius.
erg,erg,L2M/T2,false,atom,J,NIST-SI,true,0,1E-7,1,0,dyne.cm,An erg is the amount of work done by a force of one dyne exerted for a distance of one centimeter.
eV,electronvolt,L2M/T2,true,atom-allowed,J,NIST-SI,false,0,1.602176487E-19,1,0,,"The electronvolt is the kinetic energy acquired by an electron in passing through a potential difference of 1 V in vacuum, 1.602 176 487(40) x 10-19 J. This value of 1 eV is the 2006 CODATA recommended value with the standard uncertainty in the last two digits given in parenthesis. From NIST-SI."
quad,quad,L2M/T2,false,atom,J,NIST-SI,true,0,1.05505585262E18,1,0,1e15 Btu[IT],A quad is a unit of energy equal to 1E+15 (international table) BTU.
therm[EC],European Community therm,L2M/T2,false,atom,J,NIST-SI,true,0,1.05506E8,1,0,,"A therm is one hundred thousand BTU (but depends on the definition of BTU). The therm (EC) is legally defined in the Council Directive of 20 December 1979, Council of the European Communities (now the European Union, EU). It is based on the International Table Btu."
therm[UK],United Kingdom therm,L2M/T2,false,atom,J,UK-1995,true,0,1.05505585257348E8,1,0,1E5 Btu[UK],A therm is one hundred thousand BTU (but depends on the definition of BTU).
therm[US],United States therm,L2M/T2,false,atom,J,NIST-SI,true,0,1.054804E8,1,0,,"A therm is one hundred thousand BTU (but depends on the definition of BTU). The therm (US) is legally defined in the Federal Register of July 27, 1968. Although the therm (EC), which is based on the International Table Btu, is frequently used by engineers in the United States, the therm (US) is the legal unit used by the U.S. natural gas industry."
N.m,newton metre,L2M/T2,true,derived,IS-BASE,,,,,,,J,
1E6 Btu[IT],million BTU,L2M/T2,false,derived,J,DERIVED,true,0,1.05505585262E9,1,0,,
GW.h,gigawatt hour,L2M/T2,true,derived,J,DERIVED,true,0,3.6E12,1,0,,
hp.h,horsepower hour,L2M/T2,false,derived,J,DERIVED,true,0,2.684519537696172792E6,1,0,,
hp[metric].h,metric-horsepower hour,L2M/T2,false,derived,J,DERIVED,false,0,2.6477955E6,1,0,,
kW.h,kilowatt hour,L2M/T2,true,derived,J,DERIVED,true,0,3.6E6,1,0,,
MW.h,megawatt hour,L2M/T2,true,derived,J,DERIVED,true,0,3.6E9,1,0,,
TW.h,terrawatt hour,L2M/T2,true,derived,J,DERIVED,true,0,3.6E15,1,0,,
1000 lbf.ft,thousand foot pound-force,L2M/T2,false,derived,N.m,DERIVED,true,0,1.3558179483314004E3,1,0,,
daN.m,dekanewton metre,L2M/T2,true,derived,N.m,DERIVED,true,0,10,1,0,,
dN.m,decinewton metre,L2M/T2,true,derived,N.m,DERIVED,true,0,0.1,1,0,,
kgf.m,thousand gram-force metre,L2M/T2,false,derived,N.m,DERIVED,true,0,9.80665,1,0,,
kN.m,kilonewton metre,L2M/T2,true,derived,N.m,DERIVED,true,0,1E3,1,0,,
lbf.ft,foot pound-force,L2M/T2,false,derived,N.m,DERIVED,true,0,1.3558179483314004,1,0,,
lbf.in,inch pound-force,L2M/T2,false,derived,N.m,DERIVED,true,0,0.1129848290276167,1,0,,
